2015,10,14,51,20,80
2015,10,15,63,28,80
2015,10,16,77,67,84
2015,10,17,81,73,90
2015,10,18,84,37,109
2015,10,19,105,52,125
2015,10,20,95,51,126
2015,10,21,97,47,125
2015,10,22,119,72,148
2015,10,23,114,68,141
2015,10,24,118,101,138
2015,10,25,99,30,143
2015,10,26,105,30,158
2015,10,27,111,59,173
2015,10,28,106,72,133
2015,10,29,107,49,156
2015,10,30,102,65,150
2015,10,31,98,65,143
2015,11,1,77,30,160
2015,11,2,69,9,159
2015,11,3,90,13,157
2015,11,4,122,77,154
2015,11,5,133,112,154
2015,11,6,155,139,171
2015,11,7,164,141,185
2015,11,8,131,76,173
2015,11,9,136,120,160
2015,11,10,145,133,156
2015,11,11,127,116,138
2015,11,12,133,117,153
2015,11,13,114,77,136
2015,11,14,97,77,119
2015,11,15,143,119,150
2015,11,16,125,113,137
2015,11,17,135,109,156
2015,11,18,131,110,145
2015,11,19,112,82,138
2015,11,20,79,48,97
2015,11,21,43,8,63
2015,11,22,26,0,57
2015,11,23,32,-26,80
2015,11,24,42,31,66
2015,11,25,54,22,79
2015,11,26,40,0,96
2015,11,27,45,8,65
2015,11,28,67,45,87
2015,11,29,102,74,125
2015,11,30,95,65,126
2015,12,1,97,68,124
2015,12,2,110,94,119
2015,12,3,98,84,127
2015,12,4,94,82,112
2015,12,5,79,72,91
2015,12,6,105,74,124
2015,12,7,105,88,124
2015,12,8,98,73,120
2015,12,9,76,54,99
2015,12,10,59,49,77
2015,12,11,70,54,88
2015,12,12,76,33,117
2015,12,13,68,39,117
2015,12,14,76,64,100
2015,12,15,74,48,91
2015,12,16,114,89,129
2015,12,17,136,124,153
2015,12,18,118,106,130
2015,12,19,122,106,141
2015,12,20,116,97,137
2015,12,21,104,84,118
2015,12,22,130,103,144
2015,12,23,106,73,133
2015,12,24,98,64,134
2015,12,25,96,65,140
2015,12,26,131,111,144
2015,12,27,118,102,131
2015,12,28,89,65,121
2015,12,29,75,54,103
2015,12,30,69,49,91
2015,12,31,78,55,105
