Belgium,8.7
Bulgaria,7.6
Czech Republic,4.5
Denmark,5.8
Germany,4.3
Estonia,6.4
Ireland,8.9
Greece,24.4
Spain,20.5
France,10.2
Croatia,15.2
Italy,11.6
Cyprus,12.8
Latvia,10.3
Lithuania,9
Luxembourg,6.3
Hungary,5.9
Malta,5.3
Netherlands,6.5
Austria,6
Poland,6.9
Portugal,12.1
Romania,6.5
Slovenia,8.3
Slovakia,10.5
Finland,9.3
Sweden,7
United Kingdom,:
Iceland,3.2
Norway,4.8
Turkey,:
